Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
365,60,RL,80.0,9.841665338892785,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712.0,Unf,0.0,84,796.0,GasA,TA,Y,SBrkr,790.0,784.0,0,1574.0,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1976,Fin,2,566.0,TA,TA,Y,306.0,111.0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,12.154784614286667
366,70,RM,59.0,9.2771575450135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456.0,Unf,0.0,216,672.0,GasA,Gd,Y,FuseA,672.0,672.0,0,1344.0,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1964,Unf,1,468.0,TA,Fa,Y,0.0,128.0,218,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,11.898194668458823
367,20,RL,73.0,9.15915233520675,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609.0,Unf,0.0,785,1394.0,GasA,Gd,Y,SBrkr,1394.0,0.0,0,1394.0,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963,RFn,2,514.0,TA,TA,Y,0.0,76.0,0,0,185,0,NA,NA,NA,0,7,2009,WD,Normal,11.976665770490767
368,80,RL,101.0,9.121618441915379,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371.0,Unf,0.0,728,1099.0,GasA,Gd,Y,SBrkr,1431.0,0.0,0,1431.0,0,1,1,0,3,1,TA,6,Typ,1,Gd,Basment,1962,RFn,1,296.0,TA,TA,Y,64.0,110.0,0,0,0,0,NA,NA,NA,0,12,2008,WD,Normal,12.013706813470414
369,20,RL,78.0,8.962007209588313,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540.0,Unf,0.0,728,1268.0,GasA,Gd,Y,SBrkr,1268.0,0.0,0,1268.0,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954,Fin,1,244.0,TA,TA,Y,0.0,98.0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,11.790564777297387
370,20,RL,73.0,9.193295937366925,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72.0,Rec,258.0,733,1063.0,GasA,Ex,Y,SBrkr,1287.0,0.0,0,1287.0,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1997,Fin,2,576.0,TA,TA,Y,364.0,17.0,0,0,182,0,NA,NA,NA,0,3,2010,WD,Normal,11.995357787034976
371,60,RL,65.0,9.002331708246244,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953,953.0,GasA,Ex,Y,SBrkr,953.0,711.0,0,1664.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,RFn,2,460.0,TA,TA,Y,100.0,40.0,0,0,0,0,NA,NA,NA,0,1,2006,WD,Normal,12.057578437658945
372,50,RL,80.0,9.748061059204817,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,GasA,TA,Y,SBrkr,1120.0,468.0,0,1588.0,0,0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991,Fin,2,680.0,TA,TA,N,0.0,59.0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,11.808821212646512
373,120,RL,50.0,8.878497403738631,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,121.0,0,744.0,GasA,TA,Y,SBrkr,752.0,0.0,0,752.0,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1984,Unf,1,264.0,TA,TA,Y,353.0,0.0,0,0,90,0,NA,MnPrv,NA,0,2,2010,WD,Normal,11.736077016252437
374,20,RL,79.0,9.271905727634337,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428.0,LwQ,180.0,0,608.0,GasA,TA,Y,SBrkr,1319.0,0.0,0,1319.0,1,0,1,0,3,1,TA,5,Min2,0,NA,Attchd,1953,Unf,1,270.0,TA,TA,Y,66.0,0.0,0,0,0,0,NA,GdWo,NA,0,11,2009,WD,Normal,11.719947764402807
375,60,RL,65.0,9.012011377036412,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847,847.0,GasA,Ex,Y,SBrkr,847.0,1081.0,0,1928.0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,Fin,2,434.0,TA,TA,Y,100.0,48.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,12.299112067295642
376,30,RL,65.5,9.212438170058329,Pave,NA,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350.0,Unf,0.0,333,683.0,GasA,Gd,N,FuseA,904.0,0.0,0,904.0,1,0,0,1,1,1,Fa,4,Maj1,0,NA,NA,1980,NA,0,0.0,NA,NA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,11.0186455364637
377,85,RL,57.0,9.087833697483386,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0.0,572,870.0,GasA,Ex,Y,SBrkr,914.0,0.0,0,914.0,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1998,Unf,2,576.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,11.904974309480183
378,60,FV,102.0,9.318656515459642,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580,1580.0,GasA,Ex,Y,SBrkr,1580.0,886.0,0,2466.0,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004,RFn,2,610.0,TA,TA,Y,159.0,214.0,0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,12.73670383776449
379,20,RL,88.0,9.340929941679784,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445.0,Unf,0.0,411,1856.0,GasA,Ex,Y,SBrkr,1856.0,0.0,0,1856.0,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010,Fin,3,834.0,TA,TA,Y,113.0,0.0,0,0,0,0,NA,NA,NA,0,6,2010,New,Partial,12.846684848231634
380,60,RL,60.0,9.002577922700276,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,982,982.0,GasA,Ex,Y,SBrkr,1007.0,793.0,0,1800.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,463.0,TA,TA,Y,100.0,63.0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.095146671399466
381,50,RL,50.0,8.517393171418904,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218.0,Unf,0.0,808,1026.0,GasA,TA,Y,SBrkr,1026.0,665.0,0,1691.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,1924,Unf,1,308.0,TA,TA,Y,0.0,0.0,242,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,11.751950239425476
382,20,FV,60.0,8.881975184248867,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1293,1293.0,GasA,Ex,Y,SBrkr,1301.0,0.0,0,1301.0,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006,RFn,2,572.0,TA,TA,Y,216.0,121.0,0,0,0,0,NA,NA,NA,0,8,2006,New,Partial,12.142871895843887
383,60,RL,79.0,9.13194630454817,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,939,939.0,GasA,Ex,Y,SBrkr,939.0,858.0,0,1797.0,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2006,RFn,2,639.0,TA,TA,Y,144.0,53.0,0,0,0,0,NA,NA,NA,0,4,2007,WD,Normal,12.271396795480596
384,45,RH,60.0,9.105090961257085,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,784,784.0,GasA,TA,N,FuseA,784.0,0.0,0,784.0,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950,Unf,2,360.0,Fa,Fa,N,0.0,0.0,91,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,11.23850177707664
385,60,RL,80.0,10.476470469936048,Pave,NA,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985.0,Unf,0.0,595,1580.0,GasA,Ex,Y,SBrkr,1079.0,874.0,0,1953.0,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992,Fin,2,501.0,TA,TA,Y,216.0,231.0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,12.388398368982115
386,120,RL,43.0,8.065579427282092,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232,1256.0,GasA,Ex,Y,SBrkr,1269.0,0.0,0,1269.0,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004,Fin,2,430.0,TA,TA,Y,146.0,20.0,0,0,144,0,NA,NA,NA,0,4,2010,WD,Normal,12.165255859329688
387,50,RL,58.0,9.037295651962438,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,0.0,658,658.0,GasA,TA,Y,SBrkr,658.0,526.0,0,1184.0,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,1980,NA,0,0.0,NA,NA,N,0.0,151.0,0,0,0,0,NA,NA,NA,0,5,2006,WD,AdjLand,11.302216779257382
388,80,RL,72.0,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631.0,Unf,0.0,410,1041.0,GasA,Ex,Y,SBrkr,1125.0,0.0,0,1125.0,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977,Unf,1,352.0,TA,TA,Y,296.0,0.0,0,0,0,0,NA,GdWo,NA,0,10,2009,WD,Abnorml,11.736077016252437
389,20,RL,93.0,9.146654820290049,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468,1468.0,GasA,Ex,Y,SBrkr,1479.0,0.0,0,1479.0,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,577.0,TA,TA,Y,120.0,25.0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,12.160033942617156
390,60,RL,96.0,9.431481920619719,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280.0,Unf,0.0,402,1682.0,GasA,Ex,Y,SBrkr,1742.0,590.0,0,2332.0,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008,Fin,3,846.0,TA,TA,Y,196.0,134.0,0,0,0,0,NA,NA,NA,0,8,2008,New,Partial,12.846684848231634
391,50,RL,50.0,9.036701015565063,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241.0,BLQ,391.0,229,861.0,GasA,Ex,Y,SBrkr,961.0,406.0,0,1367.0,1,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1978,Unf,1,384.0,TA,TA,Y,0.0,130.0,112,0,0,0,NA,MnPrv,NA,0,4,2008,WD,Normal,11.686887175419702
392,60,RL,71.0,9.41001056710475,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,0.0,114,804.0,GasA,Ex,Y,SBrkr,804.0,1157.0,0,1961.0,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,560.0,TA,TA,Y,125.0,192.0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.278397958261774
393,20,RL,73.0,9.028818495352793,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,GasA,TA,Y,SBrkr,882.0,0.0,0,882.0,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1959,RFn,1,294.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,MnPrv,Shed,1200,7,2007,WD,Normal,11.575909653758895
394,30,RL,52.0,8.915566545710645,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266.0,Unf,0.0,522,788.0,GasA,TA,Y,FuseA,788.0,0.0,0,788.0,0,0,1,0,2,1,TA,4,Typ,2,TA,NA,1980,NA,0,0.0,NA,NA,Y,0.0,0.0,0,0,0,0,NA,GdWo,NA,0,4,2006,WD,Abnorml,11.51293546492023
395,50,RL,60.0,9.2237500588861,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,735,735.0,GasA,Gd,Y,FuseA,735.0,299.0,0,1034.0,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1940,Unf,1,240.0,TA,TA,Y,0.0,39.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,11.599112335481124
396,20,RL,68.0,9.166597449028265,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739.0,Unf,0.0,405,1144.0,GasA,TA,Y,SBrkr,1144.0,0.0,0,1144.0,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1956,Unf,1,596.0,TA,TA,Y,44.0,0.0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,11.767575435251748
397,20,RL,60.0,8.881975184248867,Pave,NA,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777.0,Unf,0.0,117,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0,894.0,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1985,RFn,2,600.0,TA,TA,Y,215.0,0.0,0,0,0,0,NA,NA,NA,0,9,2009,WD,Normal,11.719947764402807
398,60,RL,69.0,8.934718614016768,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540.0,Unf,0.0,324,864.0,GasA,TA,Y,SBrkr,876.0,936.0,0,1812.0,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962,RFn,1,264.0,TA,TA,Y,0.0,168.0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,12.040614105490253
399,30,RM,60.0,9.101417964751995,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,961,961.0,GasA,Gd,Y,Mix,1077.0,0.0,0,1077.0,0,0,1,0,2,1,TA,6,Maj2,0,NA,Detchd,1920,Unf,1,338.0,Po,Po,N,0.0,0.0,0,0,0,0,NA,NA,NA,0,11,2007,WD,Abnorml,11.112462823634855
400,60,FV,65.0,9.002824076547672,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,0.0,280,1092.0,GasA,Ex,Y,SBrkr,1112.0,438.0,0,1550.0,1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,438.0,TA,TA,Y,0.0,168.0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,12.392556361841777
401,120,RL,38.0,9.613402595468036,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474,1260.0,GasA,Ex,Y,SBrkr,1288.0,0.0,0,1288.0,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996,Fin,2,500.0,TA,TA,Y,120.0,30.0,0,0,224,0,NA,NA,NA,0,12,2008,WD,Normal,12.411056299528171
402,20,RL,65.0,9.078864009187797,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286,1310.0,GasA,Ex,Y,SBrkr,1310.0,0.0,0,1310.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,400.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,12.013646205940514
403,30,RL,60.0,9.23024103368252,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672,672.0,GasA,Ex,Y,SBrkr,672.0,0.0,0,672.0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1940,Unf,1,240.0,TA,TA,N,168.0,0.0,0,0,0,0,NA,GdPrv,NA,0,8,2008,WD,Normal,11.58989576532275
404,60,RL,93.0,9.400216653174247,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,645.3112433620423,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141,1141.0,GasA,Gd,Y,SBrkr,1165.0,1098.0,0,2263.0,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998,Fin,2,420.0,TA,TA,Y,144.0,123.0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Abnorml,12.460718739865236
405,60,RL,65.0,9.24619002486988,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806,806.0,GasA,Gd,Y,SBrkr,806.0,766.0,0,1572.0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,373.0,TA,TA,Y,0.0,40.0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,12.031725210748633
406,20,RL,71.0,9.209540051805414,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,0.0,165,1281.0,GasA,Ex,Y,SBrkr,1620.0,0.0,0,1620.0,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993,Unf,2,490.0,TA,TA,Y,120.0,78.0,0,0,0,0,NA,GdWo,NA,0,6,2009,WD,Normal,11.918397239722838
407,50,RL,51.0,9.257319373170178,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064,1064.0,GasA,Ex,Y,FuseA,1166.0,0.0,473,1639.0,0,0,1,0,3,1,TA,6,Maj2,0,NA,Detchd,1936,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,11.652696102959753
408,70,RL,63.0,9.653550746326605,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840,840.0,GasA,Ex,Y,SBrkr,840.0,840.0,0,1680.0,0,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,1960,Unf,1,308.0,TA,TA,Y,0.0,0.0,160,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,12.083910661257521
409,60,RL,109.0,9.557823197546,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063,1063.0,GasA,Ex,Y,SBrkr,1071.0,1101.0,0,2172.0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,3,947.0,TA,TA,Y,192.0,62.0,0,0,0,0,NA,NA,NA,0,8,2007,New,Partial,12.54254845357358
410,60,FV,85.0,9.287394001418473,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789.0,Unf,0.0,245,1034.0,GasA,Ex,Y,SBrkr,1050.0,1028.0,0,2078.0,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008,Fin,3,836.0,TA,TA,Y,0.0,102.0,0,0,0,0,NA,NA,NA,0,4,2008,New,Partial,12.73596827534975
